폰모델 제목,가격,등록시간,내용
아이폰12  128GB  [화이트]  59426  (S급),"710,000",3일 전,"no.59426○등급 : S급○용량 : 128GB○색상 : 화이트○리퍼기간 : 22.10.30○배터리효율 : 99%°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품설명●디자인 심플하고 색감도 예쁘게 출시됐어요외관 약간의 사용감 있는 ""S급""이예요게시해놓은 사진이 실물상태 그대로이니 확인해주세요~성능 속도 아주 빠르고 좋아요!SKT / KT / LGU+ 3사유심 전부 사용 가능해요알뜰유심 선불유심 전부 사용 가능하고,25% 선택약정 요금할인 가능합니다 !°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품실사만 촬영후 업로드●모든 제품 입고후 세척후 보관●믿을수 있는 오프라인 매장 운영 전문 상점●상담시간 오전10시~새벽3시°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°■인증 포토 후기 작성시 사은품 증정■[필름,케이스,그립톡,유심핀,벌크충전기]■직거래 홍대입구역 2번출구 매장■택배가능 지방 버스퀵 가능●●싱싱폰의 다른 상품 둘러보기●●https://m.bunjang.co.kr/shop/11318336/products"
갤럭시 a10  상태 좋고 액정 깨끗 잔상 없음 특가9만,"90,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
"갤럭시노트10+플러스 512GB 1665,1684","265,000",1시간 전,"기기명 / 용량 / 색상 : 갤럭시노트10+플러스 512GB 글로우통신사: KT 최초통화일 : 둘다 2019.08제품상태 : 공기계, 선택약정 가능제품설명 : 액정과 뒷면 파손없습니다.미세한 잔상있고 화면에 미세한점 있으나 사용시 지장 없으며검은 점은 시간이 지나도 크기변화 없습니다.모든 기능 테스트를 마쳤으며  정상작동 합니다.LTE 요금제 사용하시면 그대로 쓸 수 있고,타통신사 및 알뜰유심 장착하면 사용 할 수 있습니다.☆상품문의 O1O-8061-8026◎모든 제품은 구매시 소독하여 발송합니다◎거래방식직거래:인천 주안역택배거래:평일 16:00이전 입금확인시 당일발송"
노트9 상태 좋아요 24만원 특가,"240,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
갤럭시A32 화이트 미사용 단순개봉(정상해지),"285,000",1시간 전, *(케이스.필름) 새것같이드려요.  *(확정기변가능-25%요금할인가능)  *KT.SKT.LGT.알뜰폰.모든통신사용가능.  *출고상태그대로(초기필름)모두붙어있음.  *박스만(단순개봉)했고.구성품도비닐포장그대로모두미사용.  *대전직거래가능(oIo/8436/7I37)타지역택배거래. 
#한정판매# 갤럭시S10 5g 블랙 256GB 중고폰 공기계[66723],"265,000",3일 전,"✔구매 전 10000 개가 넘는 실제 구매후기를 확인해주세요. ✔번개장터 최초 무상 제품 보증 100일 보장해드립니다.✔매달 진행하는 이벤트를 꼭 확인해주세요. ★ 번개장터 구매고객 특별이벤트 ★🔴구입후 중고폰 100일 제품 보증🔴최고급 사은품 무료 증정🔴구매 전 실제 구매후기를 확인해주세요(번개장터 고객만족도 1위!)🔴출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고!🔴코로나 시대 소독 세척 실시!           💟한정 후기 이벤트💟💟최고급 10종 사은품 증정  이벤트   💟                  [최고급케이스+최고급유리필름+충전기+유심핀+그립톡+무선충전패드+카드수납포켓+키링+제품 보증100일+무료배송)]♨대량구매 문의 대환영♨용량: 256GB색상: 블랙제품등급 : A급최초통화일 : 사진참고 상태: 사진 그대로 판매중입니다! ⚠️통신사 : SKT/KT/LGU+3사 유심변경가능 / 알뜰폰 유심 사용가능!(사용하던 유심 바로 꽂아 사용가능)🔻 거래방법 🔻⚡ 택배거래  가능  ⚡⚡ 퀵 서비스 가능  ⚡⚡ 직거래      가능  ⚡📦 택배거래 📦당사는 로젠택배를 통하여매일 PM 19:00 배송 나갑니다 18:00 시전으로 구매확정 하시면 당일배송출발택배비 지원해드립니다📦번개페이📦번개장터 번개페이 결제시※ 반드시 판매자 사전 협의 이후 결제 부탁 드립니다 ※📞 직거래 📞직거래위치는 강남구청역 입니다 매장방문은 2번출구 바로 뒷편 건물 10층지번주소: 강남구 논현동 241-7 10층(방문전??)★ 직거래 구매시 매장 방문 시간은 ★  평일:오전 11:00시부터~오후7시30분 💟💟13:00~14:30 점심시간입니다. [해당시간만 피해주세요!]💟💟                  ⚠️ 필독사항 ⚠️✔️ 상담주실때 캡쳐/사진 주시면 빠른상담가능✔️ 기능상 문제가 아닌, 단순변심으로는       교환&환불 절대 불가합니다.✔️ 정품만을 취급하며 정품아닐시 100% 환불 해드립니다✔️ 무상 A/S는 액정파손/배터리/침수/본인과실은 불가합니다     ✔️ 분실/도난은 절대 판매 및 취급 하지 않습니다★ ★ ★ ★ 사용하시던 중고핸드폰 번개장터 최고가격으로 매입해드립니다 ★ ★ ★ ★"
s10 5g 미세 흑점 하나 나머지 깨끗 특가19만,"190,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
아이폰12미니 미개봉 풀박스,"200,000",1시간 전,아이폰12미니 풀박스 미개봉!!자급제(공기계) X새개통폰 O(기존 쓰시는 번호 그대로 사용 가능)빠른 상담후 쿨거래시 네고가능!!조건.LG사용자 또는 LG로 변경예정자(변경도와드려요!)번호이동 또는 기기변경조건!!(몇개월간 비싼 요금제 사용하는 조건 X)64기가 20만원128기가 27만원
노트10  잔상 깨짐 없음 상태 괜찮아요 대당 23만,"230,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
아이폰 7 128기가 11만원 판매,"110,000",1시간 전,네고 문의 답장 안합니다. 내용 필히 확인해주시고나서 연락주세요.번개톡 확인 못하는 경우 많습니다.연락처 : O1O 5049 팔878-. 상품번호 : 40954-. 모델 및 저장 공간 :  7  12GB-. 색상 : 로즈핑크-. 배터리 효율 : 88%-. 25% 선택약정 가능-. SK / KT / U+ 3사 호환가능-. 액정은 깨끗하나 외관 사용 흔적있음-. 일반필름+케이스 = 5천 추가 가능-. 우레탄필름+케이스 = 8천 추가 가능저가마진으로 제공이 힘듭니다. 양해바랍니다. -. 구입 후 7일 이내 불량시 과실 제외 교환 / 환불 / 수리 가능합니다.-. 분실 / 도난 / 침수 휴대폰은 절대 취급하지 않습니다.-. 가격 : 직거래  11만원 / 택배거래 11만 4천원입니다.  -. 거래방식 : 직거래 or 택배거래       직거래 및 자차이용시 서울시 광진구 테크노마트 6층 A-64호   방문전 미리 연락처로 연락후 방문 바랍니다.    안전거래 시 수수료 .택배비는 구매자부담입니다.    8시 이후 하남 / 미아 직거래 가능
(준S급) 갤럭시J7 32GB 외관S급 깨끗한 골드,"59,000",3일 전,"안녕하세요^^ 어서오세요.~번개장터 신용도 최상위 1%이내 Best 모범상점 입니다.^^*■ 후기확인 필수..!!🌷퍼펙트 별5개 모범상점 ☆ 100% 실물/실사진 판매 입니다.^^ 💯☆ 사진과 다르면 100% 환불 보장 합니다.^^☆ 철저한 검수와 등급 판정된~☆ 정상해지된 시중 최상급폰으로~ 🆗️☆ 통신3사 상관 없이 즉시 사용 됩니다.^^☆ 선택약정 할인, 알뜰폰도 가능합니다.^^☆ 도난,분실,기능이상 폰은 절대 판매하지 않습니다.🚫[더보기 하시면 자세한 상품설명 있습니다]ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ🚿모든 상품은 100% 소독완료 되었습니다.■ 상품설명🏅상품명 :  갤럭시J7 (신형유심 사용)*5핀 충전기 사용구성품: 기기단품+케이스메모리 :  32GB 색     상 :  골드최초개통사: KT   2018.01.23개통등     급 : 준S 급 (사진 참조)상     태 : 기능상태 최상,외관S급☆ 우체국택배 (당일 즉시 발송)■ 세부설명 🐬1.화면기스 없고 외관S급의 깨끗하고 사용하기 좋은 폰입니다.^^  (사진참조)2.약한 잔상 있으나 불편하지 않고 사용하기 좋은 폰입니다.^^ (사진참조)3.모든 기능,작동 상태 좋습니다.^^**전화 잘되고 상태 아주 좋습니다.~^^**유튜브,게임폰등도 추천드립니다.🎯~~적극 추천 상품~~🏅🏅🏅🏅---------------------------■ 신용도 상위 1%내 상점 정직한 상점 ""폰007"" 전문상점은 최상급폰을 중심으로 100% 실물, 실사진으로 정직하게 판매합니다.^^♡ 24시간 상담전화 가능합니다. ♡■ 택배거래 안내* 무료배송표시 상품은 배송비 없습니다.   - 번개택배(CJ택배)로 당일발송* 배송비별도 상품 (안전포장&택배비)   -  번개택배 :  3,500원     - 우체국발송 (요청시) : 5,000원 ※ [안전결재/번개페이(카드,이체) 가능]* 배송비 무료 상품은 선불택배로 발송* 배송비 별도 상품은 (아래선택)1. 배송비 따로 입금 요청 (번개톡으로)2. 배송비 포함가격으로 수정 요청 ( ""  )3. 미선택시 후불택배로 발송됩니다.※ [안심택배 배송]1.당일 발송원칙, 전국 최단기 신속 배송 2.제품 파손방지를 위한 안전포장3.제품 포장직전 촬영 사진 송부4.발송후 송장 입력 (발송당일 저녁6시)※ [배송기간 안내]1.번개택배(번개장터제휴 편의점택배): 발송일기준 수도권1~2일, 그외 2일2.우체국택배: 발송일기준 전국 1일 배송 (제주 2~3일)* 단,택배사 사정으로 간혹 지연될수도 있습니다.■ 직거래 안내1. 오시는곳 : 운정신도시 (운정3동) 2. 직배송(유료) :  파주시, 고양시, 김포시 일부지역 *직배송 서비스(직접배송,유료):  인근지역은 요청시 직배송 해드립니다.- 운정신도시 1만원- 일산신도시,교하,금촌 지역 : 1만5천원-기타 지역 :  거리비례 협의 *퀵배송 서비스: 오토바이 퀵기사 배송 가능 합니다. (기기값 선결재, 퀵배송비는 착불실비)※ 직배송,퀵배송비는 구매자 부담 입니다.◇ 별매품  안내⚘ - 충전기(케이블포함): 6,000원                                          (2.1 고속)  - 충전케이블만(C형) : 2,000원  (고속)■ 교환/반품 🐳제품 수령하시면 바로 점검 하시고 기기 이상이 있을 경우 3일내 연락 주시면 수리,교환 또는 환불 원하시는데로 100% 책임 집니다. ^^*  단, 사용중 충격.파손.침수등 사용자 과실은 책임지지 않으며 단순 변심은 교환이나 환불되지 않으니 구매전에 사진과 설명 꼼꼼히 보시고 구매해 주시기 바랍니다.^^후기 확인!!.. 번개장터 최상위(신용도 상위 1%내) 모범상점 입니다. 안심하고 구매하세요.~♡감사합니다.^^*사랑합니다.~♡"
LG V50s 듀얼스크린 판매합니다,"70,000",1시간 전,"- 모델명 : V50s듀얼스크린- 용량(기가수) : - 색상 : 블랙#거래방식 : 직거래/택배거래/퀵거래#직거래가능지역 : 서울강서,양천구/부천전지역/인천계양,부평●중고 휴대폰 특성상 미세한 실기스는 있을수 있습니다 새폰같은 중고폰이지 새폰 아닙니다●구성품은 기기단품 입니다●택배거래는 CJ대한통운과 우체국택배로 오후5시30까지 입금해주시면 당일 수거전 발송되어 제주도외 전국 어디든지 다음날 수령 가능하십니다~"
13미니128기가 깨끗 하자 없음 쿨거래만,"780,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
갤럭시 버디 A22 상태 좋고 잔상 없이 깨끗 특가 16만원,"160,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
중고폰 매입 / 새폰 / 파손 / 침수 / 기능이상 폰 매입,"2,000",1시간 전,중고폰 고가 매입합니다.***-****-****A급 / A- / B+ / B- / C / 액파 / LCD파손 전원불량 다 매입 가능합니다.* 분실 및 습득한폰은 절대 매입하지 않습니다 *편하게 전화주거나 번톡주시면 친적절하게 상담해드리겠습니다.침수 및 파손 고장난 전화도 가능합니다.
#한정판매#아이폰6 골드 16g 중고폰공기계[58152],"115,000",3일 전,"★ 번개장터 구매고객 특별이벤트 ★1,구입후 중고폰 100일 제품 보증 실시 안심하고 구매 하세요. 2,최고급 사은품 8종 무료 증정3,구매 전 실제 구매후기를 확인해주세요(번개장터 고객만족도 1위!)4,출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고!5,코로나 시대 소독 세척 실시!           ★ 최고급 사은품  ★(최고급케이스+최고급유리필름+유심핀+핸드폰충전기+그립톡+제품 보증+무료배송) ♨대량구매 문의 대환영♨[제품정보]용량:16G색상: 골드제품등급: S급배터리 효율: 위 사진상태: 상세사진 참고⚠️통신사 : SKT/KT/LGU+3사 유심변경가능(사용하던 유심 바로 꽂아 사용가능)⚠️확정기변/25%약정할인가능(알뜰유심,선불유심 전부사용가능) 문의주세용!!🔻 거래방법 🔻⚡ 택배거래  가능  ⚡⚡ 퀵 서비스 가능  ⚡⚡ 직거래      가능  ⚡💙모든거래 선 결재 후 배송입니당! 유의해주세용💙📦 택배거래 📦당사는 로젠택배를 통하여매일 PM 19:00 배송 나갑니다 18:00 시전으로 구매확정 하시면 당일배송출발택배비 지원해드립니다~📦번개페이📦번개장터 번개페이 결제시※반드시 판매자 사전 협의이후 결제 부탁 드립니다※📞 직거래 📞직거래위치는 강남구청역 입니다 매장방문은 2번출구 바로 뒷편 건물 10층지번주소: 강남구 논현동 241-7 10층(방문전??)★ 직거래 구매시 매장 방문 시간은 ★     평일:오전 11:00시부터~오후7시 30분     주말:오후 13:00시부터~오후6시 30분💟💟13:00~14:00 점심시간입니다. [해당시간만 피해주세요!]💟💟                 ⚠️ 필독사항 ⚠️✔️ 상담주실때 캡쳐/사진 주시면 빠른상담가능✔️ 기능상 문제가 아닌, 단순변심으로는w       교환&환불 절대 불가합니다.✔️ 정품만을 취급하며 정품아닐시 100% 환불 해드립니다✔️ 무상 A/S는 액정파손/배터리/침수/본인과실은 불가합니다     ✔️ 분실/도난은 절대 판매 및 취급 하지 않습니다★ ★ ★ ★ 사용하시던 중고핸드폰 번개장터 최고가격으로 매입해드립니다 ★ ★ ★ ★"
갤럭시 a32 두대 상태 다좋아요 잔상 없고 대당 16만원 떨이요,"160,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
갤럭시노트10+플러스 256GB 4165,"245,000",7분 전,"기기명 / 용량 / 색상 : 갤럭시노트10+플러스 256GB 글로우통신사: KT 최초통화일 : 2019.08제품상태 : 공기계, 선택약정 가능제품설명 : 액정과 뒷면 파손없습니다. 미세한 잔상 있고 사진에 있듯이 작은화소불량이 있으나 사용시 지장 없으며 시간이 지나도 크기변화 없습니다.모든 기능 테스트를 마쳤으며  정상작동 합니다.LTE 요금제 사용하시면 그대로 쓸 수 있고,타통신사 및 알뜰유심 장착하면 사용 할 수 있습니다.☆상품문의 O1O-8061-8026◎모든 제품은 구매시 소독하여 발송합니다◎거래방식직거래:인천 주안역택배거래:평일 16:00이전 입금확인시 당일발송"
르면 100% 환불 보장 합니다.^^☆ 철저한 검수와 등급 판정된~☆ 정상해지된 시중 최상급폰으로~ 🆗️☆ 통신3사 상관 없이 즉시 사용 됩니다.^^☆ 선택약정 할인, 알뜰폰도 가능합니다.^^☆ 도난,분실,기능이상 폰은 절대 판매하지 않습니다.🚫[더보기 하시면 자세한 상품설명 있습니다]ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ🚿모든 상품은 100% 소독완료 되었습니다.■ 상품설명 🏅상품명 :  갤럭시노트10 5G구성품 :기기본체 +서비스(필름+케이스)메모리 :   256GB 색     상 :  핑크최초통신사 : SK  2019.08.29 개통 등     급 :  준S 급 상     태 :  기능.화질 최상/무잔상/깨끗한폰☆무료배송 : 우체국택배 (당일 즉시 발송)■ 세부설명1.성능.화질상태 최상이고 상단테두리 찍힘만 하나 있는 외관도 아주 깨끗하고 좋은 폰입니다.^^  (사진참조)*사진상 테두리 흰줄,흰점 등은 빛 반사 이며, 상품은 실물이고 설명 그대로 최상의 상태 입니다.^^2.☆잔상 없고 화질상태 최상 입니다.^^ (사진참조)3.모든 기능,작동상태도 이상 없고 최상 입니다.^^4.배터리 상태도 좋습니다.^^🎯~~강력 추천 상품~~🏅🏅🏅🏅🏅---------------------------■ 100% 실물, 실사진 판매*실물은 사진보다 훨씬 좋습니다.♡ 상담전화 : ***-****-****■ 택배거래 안내* 무료배송표시 상품은 배송비 없습니다.   - 번개택배(CJ택배)로 당일발송* 배송비별도 상품 (안전포장&택배비)   -  번개택배 :  3,500원     - 우체국발송 (요청시) : 5,000원 ※ [안전결재/번개페이(카드,이체) 가능]* 배송비무료 상품은 선불택배로 발송* 배송비별도 상품은 (아래선택)1. 배송비 따로 입금 요청 (번개톡)2. 배송비 포함가격으로 수정 요청 ( ""  )3. 미선택시 후불택배로 발송됩니다.※ [안심택배 배송]1.당일 발송원칙, 전국 최단기 신속 배송 2.제품 파손방지를 위한 안전포장3.제품 포장직전 촬영 사진 송부4.발송후 송장 입력 (발송당일 저녁6시)※ [배송기간 안내]1.번개택배(번개장터제휴 편의점택배): 발송일기준 수도권1~2일, 그외 2일2.우체국택배: 발송일기준 전국 1일 배송 (제주 2~3일)* 단,택배사 사정으로 간혹 지연될수도 있습니다.■ 직거래 안내1. 오시는곳 : 운정신도시 (운정3동)2. 직배송(유료) :  파주시, 고양시, 김포시 일부지역 *직배송 서비스(직접배송,유료):  인근지역은 요청시 직배송 해드립니다.- 운정신도시 1만원- 일산신도시,교하,금촌 지역 : 1만5천원-기타 지역 :  거리비례 협의*퀵배송 서비스: 오토바이 퀵기사 배송 가능. (기기값 선결재, 퀵배송비는 착불실비)※ 직배송,퀵배송비는 구매자 부담 입니다.◇ 별매품  안내⚘  - 충전기(분리형) : 6,000원 (2.1 고속)                  (일체형) : 5,000원 (2.1 고속)  - 충전케이블만(C형) : 2,000원  (고속)■ 교환/반품 🐳폰 수령하시면 바로 점검 하시고 기기 이상이 있을 경우 연락 주시면 수리,교환 또는 환불 원하시는데로 100% 책임 집니다. ^^*  단, 단순 변심은 교환이나 환불되지  않으니 구매전에 사진과 설명 꼼꼼히 보시고 선택해 주시기 바랍니다.^^후기 확인!!.. 번개장터 최상위(신용도 상위 1%내) 모범상점 입니다. 안심하고 구매하세요.~♡감사합니다.^^*사랑합니다.~♡"
아이폰13미니 김성옥고객님,"450,000",1시간 전,김성옥고객님 결제창입니다.
갤럭시 와이드4 상태 좋고 잔상 없어요 특가10만,"100,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
당일발송 사은품8종 갤럭시s9플러스 중고폰 등급별 최저가 판매 !,"149,000",1시간 전,"안녕하세요 WING MOBILE입니다!오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!한국어 상담/中文谘询/ENG OK!!전문 엔지니어팀이 외관&기능 정밀 검수 후 출고!••••••••••••구매 후기 이벤트 진행중••••••••••••구매 후기 작성시 사은품 8종 무료 증정!젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) ••••••••••••거래 방법••••••••••••직거래: 동대문역사문화공원역 5번출구 도보 3분입니다!!주소: 서울 중구 마른내로 155 광희동금호트윈오피스텔 2동 901호 (방문전 연락주세요!) 평일: 오후 1시 ~ 오후 9시(주말/공휴일은 휴무입니다!)택배거래: 택배사: 로젠택배 평일 오후 4시 이전 주문시 당일 발송 가능 퀵거래: 접수 가능, 퀵요금 고객 부담!••••••••••••갤럭시 s9플러스••••••••••••SS급 :  229,000원 S급 :  199,000원 A급 : 179,000원 B급 : 149,000원••••••••••••상품 상세 정보••••••••••••상품명: 갤럭시 s9플러스용량: 64GB색상: 코랄 블루,라일락 퍼플,버건디 레드,선라이즈 골드,미드나잇 블랙구성 : 휴대폰통신사 : SKT/KT/LGU+3사 유심변경가능 (사용하던 유심 바로 꽂아 사용가능)25%약정할인가능 ••••••••••••상품 등급 안내••••••••••••SS급: 사용감이 거의 없는 새폰 같은 상품! S급: 전체적으로 아주 깨끗한 상품! A급: 외관 사용감 다소 있지만 가장 많이 선호하는 등급!!B급: 외관 사용감 많고 강한 잔상이 있는 상품, 가성비짱!C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!••••••••••••필독사항••••••••••••* 전문 엔지니어팀이 외관&기능 정밀 검수 후 출고!* 문의하실 때 상품번호를 알려주시면 신속한 상담 가능!* 구매일로부터 7일 이내 기능 이상이 발생 시 교환 또는 환불 가능(고객 과실에 의한 부분 제외)* 단순변심으로 인한 교환/환불 불가합니다!* 분실/도난 핸드폰은 판매하지 않습니다!* 사용하시던 중고폰 최고가로 매입해드립니다!••••••••••••연락 방법••••••••••••채팅 또는 전화/문자 상담 가능합니다!전화번호 : 01o 9976 4926궁금하신 사항이 있으시면 언제든지 연락주세요!"
갤럭시S22 256기가 핑크 A-급 판매합니다)부산중고폰 0496,"590,000",1시간 전,"★★제품설명  보시는 기종은 SK/LG/KT 3사 모두 유심만꽂아서 사용 바로가능한 제품입니다★★【중고폰은 쓰시던 유심칩만 끼우시면 바로사용 가능합니다】 ★★제품설명  (보시는 기종은 SK/LG/KT 3사 모두 유심만꽂아서 사용 바로가능한 제품입니다)★★ 기 종 : 갤럭시S22★★ 용 량 : 256G★★ 색 상 : 핑크★★ 최초통신사 : KT  ★★ 등급 : ★ A- 급 입니다 (사진참고).★★★ 단말기 상태 : ★액정생활기스 테두리찍힘 있습니다  (사진참고)★★★구성품 : 휴대폰단품입니다★★ 가격 : 590,000★★ 전체기능 : 모든기능정상작동(철저한 기능검수 완료!!)★ SS급 : 신품과같은상태(기스X찍힘X)★  S급: 약한생활기스만있는상태입니다★  A급: 약간의찍힘 생활기스 있는상태입니다★  B급: 잔상,멍, 심한찍힘 액정칼기스등의상태입니다.★ 번호 : 0  1  0 - 7  9  2  0 - 9  8  0  1 ※필독해주세요※※구입 후 단순변심으로 인한 교환 및 환불은 불가합니다.  (단, 기능상 이상이 있을 경우 7일이내 교환 및 환불 해드립니다.)※모든 상품은 입고시 1차검수 출고시 2차검수 후 에 나갑니다※당사는 중고폰 도,소매 전문으로 재고가 없을 시 가장 빠른 수급이   가능합니다. 찾으시는 기종이 없으실 경우 편하게 문의해주세요.※근거리는 가능한 매장으로 오셔서 직접 기기를 확인하시고     구입하시는 것을 추천드립니다.※ 분실/도난/침수폰은 절대 판매 및 취급 하지 않습니다.※ 물건 받으시고 내용과 틀릴 경우 무조건 반품 받습니다.▶▶수령방법◀◀◈택배거래 : 16:30분 이전 입금 시 당일 발송◈ 배송은 다음날 받아보실 수 있도록 최대한 빨리 배송해드리겠습니다.◈ 퀵 서비스 가능.◈  부산 범일역 2번출구 부근"
S21Ultra  [팬텀블랙]  53829  (S급),"650,000",2일 전,"no.53829○등급 : S급○용량 : 256GB○색상 : 팬텀블랙○최초통신사 : KT○최초통화일 : 21.01.26°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품설명●갤럭시S21Ultra 모델 이예요기기상태는 사진과 동일해요외관 약간의 사용감정도만 존재하구요전체적으로 깨끗한 ""S급"" 상태예요SKT / KT / LGU+ 상관없이 모든 통신사 사용 가능해요5G, 4G 유심, 알뜰유심,선불유심 전부 사용 가능해요25% 선택약정 요금할인 가능한 기기예요°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°●제품실사만 촬영후 업로드●모든 제품 입고후 세척후 보관●믿을수 있는 오프라인 매장 운영 전문 상점●상담시간 오전10시~새벽3시°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°■인증 포토 후기 작성시 사은품 증정■[필름,케이스,그립톡,유심핀,벌크충전기]■직거래 홍대입구역 2번출구 매장■택배가능 지방 버스퀵 가능●●당근폰의 다른 상품 둘러보기●●http://shop.bunjang.co.kr/dgphone"
갤럭시 a10  상태 좋고 액정 깨끗 잔상 없음 특가9만,"90,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
"갤럭시노트10+플러스 512GB 1665,1684","265,000",1시간 전,"기기명 / 용량 / 색상 : 갤럭시노트10+플러스 512GB 글로우통신사: KT 최초통화일 : 둘다 2019.08제품상태 : 공기계, 선택약정 가능제품설명 : 액정과 뒷면 파손없습니다.미세한 잔상있고 화면에 미세한점 있으나 사용시 지장 없으며검은 점은 시간이 지나도 크기변화 없습니다.모든 기능 테스트를 마쳤으며  정상작동 합니다.LTE 요금제 사용하시면 그대로 쓸 수 있고,타통신사 및 알뜰유심 장착하면 사용 할 수 있습니다.☆상품문의 O1O-8061-8026◎모든 제품은 구매시 소독하여 발송합니다◎거래방식직거래:인천 주안역택배거래:평일 16:00이전 입금확인시 당일발송"
노트9 상태 좋아요 24만원 특가,"240,000",1시간 전,서울대입구역 직거래우선입니다. 기타 지역 택배 거래 입니다. ***-****-****  체인점입니다. 믿고 거래 하셔도 됩니다. 네이버에서 서울대입구 에코폰  검색하시면 저희 매장 나옵니다. 많은 문의 부탁드립니다.
갤럭시A32 화이트 미사용 단순개봉(정상해지),"285,000",1시간 전, *(케이스.필름) 새것같이드려요.  *(확정기변가능-25%요금할인가능)  *KT.SKT.LGT.알뜰폰.모든통신사용가능.  *출고상태그대로(초기필름)모두붙어있음.  *박스만(단순개봉)했고.구성품도비닐포장그대로모두미사용.  *대전직거래가능(oIo/8436/7I37)타지역택배거래. 
